STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMILNADU,23.4,7.2,6.5,73,3.1,0,19,59,2013
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMILNADU,25.4,6.7,6.3,98,3.3,1.5,21,74,2013
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMILNADU,26.3,6.3,6.5,143,4,4,38,124,2013
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMILNADU,29,6.6,6.9,260,5.4,1,17,53,2013
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMILNADU,24.6,7.1,6.3,71,3.5,1,24,82,2013
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMILNADU,23.5,6.9,6.3,65,3.5,0,17,52,2013
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMILNADU,29,7.3,7.1,607,3.6,0.88,33,104,2013
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNADU",TAMILNADU,27,6.1,7,446,5.2,0.56,26,77,2013
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNADU",TAMILNADU,24,6.9,6.4,94,3.2,1.59,20,65,2013
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU",TAMILNADU,28.7,6.8,6.8,451,9.4,0.55,22,58,2013
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNADU",TAMILNADU,26.3,6,6.6,169,3.9,2,22,84,2013
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",TAMILNADU,25.7,6.5,6.7,187,3.3,3,32,113,2013
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNADU",TAMILNADU,26.8,3.4,7.8,2577,164.9,1.5,148825783,160405392,2013
1450,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMILNADU,27,6.8,7.5,890,2.1,0.51,274,589,2012
1159,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,TAMILNADU,23,7.3,7.6,160,1.9,0.06,32,89,2012
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",TAMILNADU,25,7,7.7,111,2.2,0.08,53,131,2012
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE",TAMILNADU,26,6.7,7.7,139,3.1,0.22,123,300,2012
1162,TAMBIRAPARANI AT MURAPPANADU,TAMILNADU,29,7.2,7.2,288,2.1,0.14,33,91,2012
1328,TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU,24,7,7.1,95,1.9,0.08,47,118,2012
1329,TAMBIRAPARANI AT RAIL BDG. ,TAMILNADU,24,7,7.5,84,1.7,0.06,32,87,2012
1330,TAMBIRAPARANI AT ARUMUGANERI,TAMILNADU,29,7.4,7,3101,15.6,0.15,76,174,2012
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI",TAMILNADU,29,7.2,7.3,510,2.9,0.08,46,123,2012
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMILNADU,24,7.1,7.4,88,1.8,0.07,34,90,2012
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",TAMILNADU,29,7.2,6.9,338,3.8,0.07,44,104,2012
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMILNADU,26,6.7,7.6,162,3.3,0.16,90,249,2012
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMILNADU,27,6.7,7.6,182,4.1,0.15,92,251,2012
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT",TAMILNADU,32,0.2,7.2,2219,185.8,1.75,180000000,300000000,2012
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,27.3,6.2,7.8,165,2.1,0,282,340,2014
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,29.1,6.4,7.8,158,4.1,0.5,458,500,2014
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,26.6,6.6,7.9,210,4.2,1.9,510,572,2014
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,27.4,6.6,7.7,165,1.7,0,280,325,2013
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,21.9,6.7,7.8,167,4.8,1,440,520,2013
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,27.5,6.6,7.7,183,3.7,1.55,415,575,2013
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28,6.6,7.8,165,1.6, ,268,316,2012
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28,6.4,8,155,3.9,0.5,512,516,2012
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",TRIPURA,27,6.5,8,168,4.2,0.99,488,616,2012
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28.4,6.6,7.8,149,1.8,NAN,209,340,2011
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.6,6.3,8,164,3.4,0.3,380,528,2011
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,28.5,6.6,7.9,196,4.4,0.8,425,648,2011
